,itemName,type,meal,location,ingredients,hasPeanut,hasGluten,notVegan,notVeg,hasSesame,hasDairy,hasSoy,hasEgg,hasFish,withAlcohol
114,DELI MEAT,SALAD BAR,Dinner,Busch,"turkey catering breast s/off (turkey breast, water, contains 2% or less of dextrose, salt, carrageenan, sodium phosphate.), ham boiled (imported ham, water added. cured with water, salt, dextrose, potassium lactate, sodium phosphate, sodium diacetate, sodium ascorbate, sodium nitrite.), cheese provolone 12lb piece (pasteurized milk, cheese culture, salt, and enzymes.), cheese american slcd yellow (skim milk, american cheese (milk, cheese cultures, salt, enzymes), palm oil, casein (milk protein), modified food starch, sodium citrate, salt, natural flavor, whey, citric acid, sorbic acid (as a preservative), artificial color, lecithin (soy))",False,True,True,True,False,True,False,False,False,False
115,DICED TOFU,SALAD BAR,Dinner,Busch,"tofu firm bulk (water, soybeans, calcium sulfate, calcium chloride)",False,False,False,False,False,False,False,False,False,False
116,DRAINED TUNA,SALAD BAR,Dinner,Busch,"fish tuna tonggol can (chunk light tuna, water, vegetable broth (contains soy), salt)",False,False,False,False,False,False,False,False,True,False
117,GRAPE TOMATOES,SALAD BAR,Dinner,Busch,prd tomato grape 12/ 1/2pt/red,False,False,False,False,False,False,False,False,False,False
118,SALAD MESCULEN GREENS,SALAD BAR,Dinner,Busch,prd mixed mesculin spr mix,False,False,False,False,False,False,False,False,False,False
119,CORN CHOWDER SOUP,SOUPS,Dinner,Busch,"milk 2% 5gal, potato diced fresh, veg frz corn cut sweet 30#, water fresh, prd celery pascal, prd onion spanish dry, veg corn creamed, base vegetable *golden* rc (salt, dehydrated vegetables (onion, tomato, carrot, celery, bell pepper, carrot juice, green leek), sugar, autolyzed yeast extract, maltodextrin, palm oil, garlic powder, spices, disodium inosinate, disodium guanylate, turmeric extract (color), and natural flavors.), flour all purpose (bleached wheat flour, niacin (a b vitamin), iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), enzymes, folic acid (a b vitamin)), margarine print solid 30# (vegetable oil (canola , cottonseed, and or soybean oil), palm and palm kernel oils, water, salt, soy lecithin (emulsifier), sodium benzoate (preservative), mono- and diglycerides (mono- and diglycerides, mixed tocopherols, ascorbic acid, citric acid (antioxidants)), artificial flavor, vitamin a palmitate, beta carotene (color). ), salt",True,True,False,False,False,True,False,False,False,False
120,BURGER SIDES,DELI BAR ENTREE,Dinner,Busch,"prd tomato large (6x6), cheese american slcd yellow (skim milk, american cheese (milk, cheese cultures, salt, enzymes), palm oil, casein (milk protein), modified food starch, sodium citrate, salt, natural flavor, whey, citric acid, sorbic acid (as a preservative), artificial color, lecithin (soy)), prd lettuce shredded, cheese provolone 12lb piece (pasteurized milk, cheese culture, salt, and enzymes.), pickle chips dill kr cut tub, prd onion red",False,True,False,False,False,True,False,False,False,False
121,GRILLED CHICKEN MONTREAL,DELI BAR ENTREE,Dinner,Busch,"chicken cutlet 4oz off/sk frsh, oil olive 25%/75%, spice montreal chicken (garlic, salt, onion, spices (including black pepper, red pepper, paprika), orange peel, green bell pepper, and sulfiting agent.)",False,False,False,False,False,False,False,False,False,False
122,GRILLED VEGETABLES,DELI BAR ENTREE,Dinner,Busch,"prd eggplant case, prd squash yellow, prd squash zucchini 20#, prd pepper green large, prd pepper red * avg 22/25#, prd onion spanish dry, oil olive 25%/75%, black pepper, kosher salt",False,False,False,False,False,False,False,True,False,False
123,ITALIAN THREE FOOT SUB,DELI BAR ENTREE,Dinner,Busch,"bread sub 3 ft (unbleached unbromated wheat flour, shortening (palm oil and cottonseed oil), kwick sponge (whey, corn flour, l-cysteine, potassium bromate), naturell forte db100 (wheat flour, barley flour, sunflower lecithin, ascorbic acid, enzymes), sugar, salt, yeast, corn meal,), prd tomato large (6x6), prd lettuce shredded, pepperoni slicing 3 inch (pork, beef, salt, contains 2% or less of water, dextrose, spices, sodium ascorbate, flavoring, oleoresin of paprika, lactic acid starter culture, garlic powder, sodium nitrite, bha, bht, citric acid.), cheese provolone 12lb piece (pasteurized milk, cheese culture, salt, and enzymes.), thumann ham capicola hot -(dry) (ham, cured with water, salt, dextrose, corn syrup, sodium phosphates, sodium erythorbate, sodium nitrate, flavorings. coated with spices, dextrose, paprika.), salami genoa (pork, beef, salt, contains 2% or less of dextrose, water, spices, sodium ascorbate, lactic acid starter culture, garlic powder, sodium nitrite, bha, bht, citric acid.), prd onion spanish dry",True,True,True,True,False,True,False,False,False,False
124,TURKEY THREE FOOT SUB,DELI BAR ENTREE,Dinner,Busch,"bread sub 3 ft (unbleached unbromated wheat flour, shortening (palm oil and cottonseed oil), kwick sponge (whey, corn flour, l-cysteine, potassium bromate), naturell forte db100 (wheat flour, barley flour, sunflower lecithin, ascorbic acid, enzymes), sugar, salt, yeast, corn meal,), turkey catering breast s/off (turkey breast, water, contains 2% or less of dextrose, salt, carrageenan, sodium phosphate.), prd lettuce shredded, cheese american slcd yellow (skim milk, american cheese (milk, cheese cultures, salt, enzymes), palm oil, casein (milk protein), modified food starch, sodium citrate, salt, natural flavor, whey, citric acid, sorbic acid (as a preservative), artificial color, lecithin (soy)), prd onion spanish dry, prd tomato large (6x6)",True,True,True,True,False,True,False,False,False,False
125,VEGETABLE BURGER,DELI BAR ENTREE,Dinner,Busch,"vegan veggie burger-gardein (water, cooked brown rice, carrots, roasted bell peppers, roasted onions, rolled oats, peas (salt), canola oil, roasted corn, soy protein concentrate, methylcellulose, yeast extract, organic cane sugar, salt, dried garlic, garlic powder, onion powder, spices, natural flavors, paprika, sea salt, citric acid.)",True,False,False,False,False,False,False,True,False,False
126,CHEESY FRENCH RATATOUILLE,ENTREES,Dinner,Busch,"prd eggplant case, prd onion spanish dry, prd squash zucchini 20#, prd tomato large (6x6), prd pepper green large, water fresh, cheese cheddar shredded (pasteurized milk, cheese culture, salt, enzymes, annatto coloring, potato starch, corn starch, dextrose, calcium sulfate), bread crumbs unit made, margarine print solid 30# (vegetable oil (canola , cottonseed, and or soybean oil), palm and palm kernel oils, water, salt, soy lecithin (emulsifier), sodium benzoate (preservative), mono- and diglycerides (mono- and diglycerides, mixed tocopherols, ascorbic acid, citric acid (antioxidants)), artificial flavor, vitamin a palmitate, beta carotene (color). ), oil wesson canola 4/1gal, salt, prd garlic peeled fresh gal, black pepper",False,True,False,False,False,True,False,True,False,False
127,FRIED CHICKEN ADOBO,ENTREES,Dinner,Busch,"chicken shell cut 8 fresh, frying oil (expeller pressed canola oil), flour all purpose (bleached wheat flour, niacin (a b vitamin), iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), enzymes, folic acid (a b vitamin)), salt, black pepper, adobo mix (lawry's pepper supreme (spices (including black pepper, white pepper, and red pepper), salt, garlic, onion, red and green bell peppers, chili pepper, citric acid, natural flavor, extractives of capsicum, and jalapeno peppers.), ground turmeric)",True,True,False,False,False,False,False,False,False,False
128,PROTEIN PACKED BEAN CHILI,ENTREES,Dinner,Busch,"veg tomato diced, ground coriander, prd onion spanish dry, veg beans pinto (pinto beans, water, salt), prd pepper green large, oil wesson canola 4/1gal, prd pepper jalapeno fresh, dark brown sugar, prd garlic peeled fresh gal, chili powder (chili pepper, spices, salt, silicon dioxide (to make free flowing), and garlic.), salt, oregano leaves, ground cumin, allspice, ground cloves",False,False,False,False,False,False,False,False,False,False
129,THAI SHRIMP RED COCONUT CURRY,ENTREES,Dinner,Busch,"frz fish shrimp lg pdi 41-50ct t/off, prd onion spanish dry, prd tomato large (6x6), prd pepper red * avg 22/25#, cream of coconut 15oz c.lopez (coconut, sugar, water, polysorbate 60, sorbitan monostearate, salt, propylene glycol alginate, mono and diglycerides (emulsifiers), citric acid, guar gum, locust bean.), juice real lemon 8/48oz (lemon juice from concentrate (water, concentrated lemon juice), and less than 2% of sodium benzoate, sodium metabisulfite and sodium sulfite (preservatives), and lemon oil.), paste curry red , prd onion green scallion, oil wesson canola 4/1gal, prd garlic peeled fresh gal, prd ginger peeled, herb fresh cilantro bunch",False,False,False,False,False,True,False,False,True,False
130,BAKED BROWN RICE,STARCH & POTATOES,Dinner,Busch,"water fresh, rice brown (whole grain parboiled brown rice), salt",False,False,False,False,False,False,False,False,False,False
131,BROCCOLI W/ LEMON BUTTER,VEGGIES,Dinner,Busch,"prd broccoli florettes 4/3#, lemon butter sauce (water fresh, butter print solids 36/1lb, wine chablis capri 3l, roux (butter print solids 36/1lb, flour all purpose (bleached wheat flour, niacin (a b vitamin), iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), enzymes, folic acid (a b vitamin))), fru prd lemons 165ct, juice real lemon 8/48oz (lemon juice from concentrate (water, concentrated lemon juice), and less than 2% of sodium benzoate, sodium metabisulfite and sodium sulfite (preservatives), and lemon oil.), base chicken (chicken (including meat, skin and fat), salt, sugar, hydrolyzed soy protein, onion powder, maltodextrin, food starch ôøω modified, potato flour, yeast extract, natural flavors (contains egg), spices, turmeric, disodium inosinate, disodium guanylate, garlic powder, chicken broth, whey powder (milk), and potato maltodextrin.), salt, black pepper)",True,True,True,True,False,True,False,True,False,True
132,TIRAMISU CUPCAKE,DESSERTS,Dinner,Busch,"tiramisu cupcake (cake pudding basic (whole frozen eggs, vanilla pudding cake mix (sugar, modified corn starch, whey (milk), wheat gluten, salt, sodium aluminum phosphate, soybean oil, sodium bicarbonate and 2% or less of each of the following: propylene glycol esters of fatty acids, mono- and diglycerides, diacetyl tartaric acid esters of mono-diglycerides (datem), artificial flavor ), cake flour purasnow (enriched flour bleached (wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid)), cottonseed oil, sugar granulated, water fresh, water fresh), icing butter cream (sugar granulated, sweetex shortening (high oleic soybean oil, hydrogenated soybean oil, hydrogenated cottonseed oil, mono and diglycerides), sweet butter (cream, salt), water fresh, whipping egg whites (egg whites, guar gum, triethylcitrate), light corn syrup), bs cocoa royal dutch powder (high fat cocoa powder processed with alkali) produced in a facility that also uses peanuts and tree nuts)",True,True,False,False,False,True,False,True,False,False
133,"CLUB ROLL 6"" SLICED",BAKERY MISC,Dinner,Busch,"roll rockland club 6"" sliced (unbleached unbromated wheat flour, shortening (palm oil and cottonseed oil), kwick sponge (whey, corn flour, l-cysteine, potassium bromate), naturell forte db100 (wheat flour, barley flour, sunflower lecithin, ascorbic acid, enzymes), sugar, salt, yeast, corn meal,)",True,True,False,False,False,False,False,False,False,False
134,ROLL LARGE BRIOCHE,BAKERY MISC,Dinner,Busch,,False,False,False,False,False,False,False,False,False,False
135,CTO AVOCADO TOAST,COOK TO ORDER BAR,Dinner,Busch,"fru prd avocado ripe cal 48ct, prd tomato plum, bacon layout 15 lbs (pork bacon cured with water, salt, sugar, sodium phosphate, liquid smoke, sodium erythorbate, sodium nitrite.), bread health loaf 8 grain slic (whole wheat flour, water, enriched wheat flour (wheat flour, malted barley flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid), dough improver (salt, vegetable shortening (soybean, cottonseed, and/or canola oils), dextrose, sugar, soy flour, mono and diglycerides, corn starch, contains 2% or less of: (ascorbic acid, l-cysteine hydrochloride, enzyme), soybean oil, flax seeds, sunflower seeds, sesame seeds, whole grain oat flour, calcium sulfate, and 2% or less of vitamin d3, millet, cracked wheat, wheat gluten, yeast, calcium propionate, softener, (calcium sulfate, salt, 2% or less of enzymes); sodium stearoyl lactylate.), bacon turkey lay-out 2/5lbs, veg frz peas 30lb, 0, bread texas toast egg thick, olive greek kalamata pitted, prd radishes case",True,True,True,True,True,False,False,True,False,False
136,ALFREDO SAUCE,PIZZA/ PASTA,Dinner,Busch,"milk light cream 1/2 gal, grated parmesan, butter print solids 36/1lb, flour all purpose (bleached wheat flour, niacin (a b vitamin), iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), enzymes, folic acid (a b vitamin)), kosher salt, white ground pepper",True,True,False,False,False,True,False,False,False,False
137,BABY SPINACH,PIZZA/ PASTA,Dinner,Busch,prd spinach baby 4lbs,False,False,False,False,False,False,False,False,False,False
138,BROCCOLI AND RED PEPPER PIZZA,PIZZA/ PASTA,Dinner,Busch,"frz pizza crust 16"", sauce prepared pizza , cheese mozz shred rutgers blend (low moisture whole milk mozzarella, provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), powdered cellulose (to prevent caking), potassium sorbate and natamycin.), prd pepper red * avg 22/25#, prd broccoli florettes 4/3#, oil vegalene spray allergen free pam (sunflower oil sunflower lecithin, natural flavor, and propellant)",False,False,False,False,False,True,False,False,False,False
139,CHOPPED RED & GREEN PEPPERS,PIZZA/ PASTA,Dinner,Busch,"prd pepper green large, prd pepper red * avg 22/25#",False,False,False,False,False,False,False,False,False,False
140,CHUNKY TOMATO BASIL SAUCE,PIZZA/ PASTA,Dinner,Busch,"veg tomato whole peeled (vine- ripened tomatoes, tomato juice, less than 2% calcium chloride, citric acid), veg tomato crushed sclafani (tomatoes, salt), veg tomato diced, prd onion spanish dry, wine burgundy capri 3l, prd garlic peeled fresh gal, herb fresh basil case, oregano leaves, oil olive pure, kosher salt, black pepper",False,False,False,False,False,False,False,False,False,True
141,DICED TOFU,PIZZA/ PASTA,Dinner,Busch,"tofu firm bulk (water, soybeans, calcium sulfate, calcium chloride)",False,False,False,False,False,False,False,False,False,False
142,MUSHROOM RAVIOLI,PIZZA/ PASTA,Dinner,Busch,"water fresh, pasta ravioli wild mushroom, aioli sauce (oil olive pure, herb fresh basil bunch, prd garlic peeled fresh gal, salt, black pepper, herb fresh oregano), margarine print solid 30# (vegetable oil (canola , cottonseed, and or soybean oil), palm and palm kernel oils, water, salt, soy lecithin (emulsifier), sodium benzoate (preservative), mono- and diglycerides (mono- and diglycerides, mixed tocopherols, ascorbic acid, citric acid (antioxidants)), artificial flavor, vitamin a palmitate, beta carotene (color). )",False,False,False,False,False,False,False,False,False,False
143,PASTA MEDIUM SHELLS,PIZZA/ PASTA,Dinner,Busch,"water fresh, pasta conchigli rigate (semolina (wheat), durum wheat flour, vitamins/ minerals: vitamin b3 (niacin), iron (ferrous sulfate), vitamin b1 (thiamine mononitrate), vitamiin b2 (riboflavin), folic acid. may contain eggs.), oil olive 25%/75%",True,True,False,False,False,False,False,True,False,False
144,PEPPERONI PIZZA,PIZZA/ PASTA,Dinner,Busch,"pizza sauce (veg tomato whole peeled (vine- ripened tomatoes, tomato juice, less than 2% calcium chloride, citric acid), oil olive 25%/75%, kosher salt, onion powder, garlic powder, fine black pepper, parsley flakes, oregano leaves, basil leaf), pizza dough ball , cheese mozz shred rutgers blend (low moisture whole milk mozzarella, provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), powdered cellulose (to prevent caking), potassium sorbate and natamycin.), grated parmesan",False,False,False,False,False,True,False,False,False,False
145,ROUND CHEESE PIZZA,PIZZA/ PASTA,Dinner,Busch,"pizza sauce (veg tomato whole peeled (vine- ripened tomatoes, tomato juice, less than 2% calcium chloride, citric acid), oil olive 25%/75%, kosher salt, onion powder, garlic powder, fine black pepper, parsley flakes, oregano leaves, basil leaf), frz pizza crust 16"", cheese mozz shred rutgers blend (low moisture whole milk mozzarella, provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), powdered cellulose (to prevent caking), potassium sorbate and natamycin.), grated parmesan",False,False,False,False,False,True,False,False,False,False
146,SAUCE PESTO,PIZZA/ PASTA,Dinner,Busch,"sauce pesto without nuts (fresh basil, olive oil, imported romano cheese, (pasteurized sheep mik, enzymes, salt), fresh garlic, water, spices, citric acid.)",False,False,False,False,False,True,False,False,False,False
147,SLICED MUSHROOMS,PIZZA/ PASTA,Dinner,Busch,"prd mushroom 10# 1""-1.5"" diam",False,False,False,False,False,False,False,False,False,False
148,CHICKEN SAUSAGE PATTY,BREAKFAST MEATS,Lunch,Livingston,,False,False,False,False,False,False,False,False,False,False
149,PORK SAUSAGE LINKS,BREAKFAST MEATS,Lunch,Livingston,"frz sausage ckd link 9/1 (pork, water, contains less than 2% of salt, flavorings, dextrose, sugar, isolated carrot product.)",False,False,True,True,False,False,False,False,False,False
150,SAVORY PLANT-BASED BREAKFAST PATTIES,BREAKFAST MEATS,Lunch,Livingston,"vegan breakfast patty saus'age (water, soy protein concentrate, canola oil, vital wheat gluten, soy protein isolate, yeast extract, contains 2% or less of methylcellulose, organic cane sugar, potato starch, sea salt, spices, salt, natural flavors, organic caramel color, onion powder, malt extract (malted barley, water), garlic powder, cane sugar.)",True,True,False,False,False,False,False,False,False,False
151,BELGIAN WAFFLES,BREAKFAST ENTREES,Lunch,Livingston,water fresh,False,False,False,False,False,False,False,False,False,False
152,OATMEAL,BREAKFAST ENTREES,Lunch,Livingston,"water fresh, cereal old fashion oatmeal",False,False,False,False,False,False,False,False,False,False
153,PANCAKE,BREAKFAST ENTREES,Lunch,Livingston,"milk whole 5gal, flour all purpose (bleached wheat flour, niacin (a b vitamin), iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), enzymes, folic acid (a b vitamin)), egg liquid 2/20lb case (whole eggs, citric acid.), granulated sugar, vegan butter alternative (soybean oil, hydrogenated soybean oil, salt, soy lecithin, tbhq and citric acid added to help preserve freshness, natural and artificial flavor, beta-carotene (color), dimethylpolysiloxane), baking powder (corn starch, sodium bicarbonate, sodium aluminum sulfate, monocalcium phosphate. ), spice vanilla imitation (water, sugar, caramel color, artificial flavor, citric acid, sodium benzoate.), salt, vegan butter alternative (soybean oil, hydrogenated soybean oil, salt, soy lecithin, tbhq and citric acid added to help preserve freshness, natural and artificial flavor, beta-carotene (color), dimethylpolysiloxane)",True,True,False,False,False,True,False,True,False,False
154,SCRAMBLED EGGS,BREAKFAST ENTREES,Lunch,Livingston,"egg liquid 2/20lb case (whole eggs, citric acid.), milk whole 5gal, vegan butter alternative (soybean oil, hydrogenated soybean oil, salt, soy lecithin, tbhq and citric acid added to help preserve freshness, natural and artificial flavor, beta-carotene (color), dimethylpolysiloxane)",False,False,False,False,False,True,False,True,False,False
155,ASSORTED CONTRACT MUFFINS,BREAKFAST BAKERY,Lunch,Livingston,muffin assorted contract reg,False,False,False,False,False,False,False,False,False,False
156,BAGEL WEEKEND ASSORTMENT,BREAKFAST BAKERY,Lunch,Livingston,bagel reg assortment,False,True,False,False,False,False,False,False,False,False
157,HARD BOILED EGGS,BREAKFAST MISC,Lunch,Livingston,"eggs fresh x large 15 dz, water fresh, salt",False,False,False,False,False,False,False,True,False,False
158,OATMEAL,BREAKFAST MISC,Lunch,Livingston,"water fresh, cereal old fashion oatmeal",False,False,False,False,False,False,False,False,False,False
159,BROCCOLI BUDS OP,SALAD BAR,Lunch,Livingston,prd broccoli florettes 4/3#,False,False,False,False,False,False,False,False,False,False
160,BROCCOLI SALAD,SALAD BAR,Lunch,Livingston,"prd broccoli florettes 4/3#, prd pepper red * avg 22/25#, vinegar cider, prd onion green scallion, dark brown sugar, dressing mustard guld spicy brown (vinegar, water, mustard seed, salt, less than 2% of: spices, turmeric), water fresh, prd lettuce romaine hearts, black pepper",False,False,False,False,False,False,False,False,False,False
161,CUCUMBERS,SALAD BAR,Lunch,Livingston,prd cucumber,False,False,False,False,False,False,False,False,False,False
162,DICED TOFU,SALAD BAR,Lunch,Livingston,"tofu firm bulk (water, soybeans, calcium sulfate, calcium chloride)",False,False,False,False,False,False,False,False,False,False
163,LETTUCE,SALAD BAR,Lunch,Livingston,prd lettuce iceberg 24hd,False,False,False,False,False,False,False,False,False,False
164,TOMATO WEDGES,SALAD BAR,Lunch,Livingston,prd tomato large (6x6),False,False,False,False,False,False,False,False,False,False
165,SLOW SIMMERED LENTIL SOUP,SOUPS,Lunch,Livingston,"water fresh, veg dry lentils 24/1lb, prd onion spanish dry, base vegetable low sodium, prd carrot, prd celery pascal, margarine print solid 30# (vegetable oil (canola , cottonseed, and or soybean oil), palm and palm kernel oils, water, salt, soy lecithin (emulsifier), sodium benzoate (preservative), mono- and diglycerides (mono- and diglycerides, mixed tocopherols, ascorbic acid, citric acid (antioxidants)), artificial flavor, vitamin a palmitate, beta carotene (color). ), salt, black pepper",False,False,False,False,False,False,False,False,False,False
166,DELI MEAT,DELI BAR ENTREE,Lunch,Livingston,,False,False,False,False,False,False,False,False,False,False
167,BAKED POTATOES,ENTREES,Lunch,Livingston,prd potato idaho bakers 100,False,False,False,False,False,False,False,False,False,False
168,BREADED FRIED FLOUNDER,ENTREES,Lunch,Livingston,"frz fish flounder brd 4oz, frying oil (expeller pressed canola oil)",False,False,False,False,False,False,False,False,True,False
169,BROCCOLI QUICHE,ENTREES,Lunch,Livingston,"shells pie 9"" , milk 2% 5gal, eggs fresh x large 15 dz, milk light cream 1/2 gal, prd broccoli, cheese swiss 4x4 (pasteurized milk, culture, salt, enzymes), salt, cayenne pepper",False,False,False,False,False,True,False,True,False,False
170,CARAMELIZED ACORN SQUASH,ENTREES,Lunch,Livingston,"prd squash acorn about 22-24ct, light brown sugar, oil olive pure",False,False,False,False,False,False,False,False,False,False
171,ROTISSERIE BUFFALO CHICKEN,ENTREES,Lunch,Livingston,"chicken whole fresh, sauce franks hot 4/1gal (aged cayenne red pepper, distilled vinegar, water, salt, garlic powder), margarine print solid 30# (vegetable oil (canola , cottonseed, and or soybean oil), palm and palm kernel oils, water, salt, soy lecithin (emulsifier), sodium benzoate (preservative), mono- and diglycerides (mono- and diglycerides, mixed tocopherols, ascorbic acid, citric acid (antioxidants)), artificial flavor, vitamin a palmitate, beta carotene (color). ), spice rotisserie chicken (salt, onion, spices, paprika, garlic, and citric acid.)",False,False,False,False,False,False,False,False,False,False
172,CRISPY CUBE POTATOES,STARCH & POTATOES,Lunch,Livingston,"potato seasoned crispy cubes, frying oil (expeller pressed canola oil)",False,False,False,False,False,False,False,False,False,False
173,ICED BROWNIE,DESSERTS,Lunch,Livingston,,False,False,False,False,False,False,False,False,False,False
174,GRILLED HOT DOGS,PUB,Lunch,Livingston,"franks beef 8/1 best (5# bag) (beef, water, salt, flavoring, paprika, hydrolyzed soy and corn protein, sodium erythorbate, sodium nitrite)",False,False,True,True,False,False,False,False,False,False
175,POTATO HOT DOG ROLL,PUB,Lunch,Livingston,"roll martin's hot dog potato long (unbleached enriched wheat flour (flour, ferrous sulfate, niacin, thiamin, riboflavin, folic acid), nonfat milk, reconstituted potatoes (from potato flour), yeast, sugar, wheat gluten, sunflower oil, contains 2 percent or less of each of the following: salt, butter, dough conditioners (sodium stearoyl lactylate, monoglycerides and diglycerides), monocalcium phosphate, calcium propionate (a preservative), guar gum, ascorbic acid, datem, calcium sulfate, enzymes, turmeric color, annatto color, sesame seeds.)",True,True,True,False,True,True,False,False,False,False
176,PUB BURGER,PUB,Lunch,Livingston,"beef burger fresh 3oz pub, roll martin's hamburger potato (unbleached enriched wheat flour (flour, ferrous sulfate, niacin, thiamin, riboflavin, folic acid), nonfat milk, reconstituted potatoes (from potato flour), yeast, sugar, wheat gluten, sunflower oil, contains 2 percent or less of each of the following: salt, butter, dough conditioners (sodium stearoyl lactylate, monoglycerides and diglycerides), monocalcium phosphate, calcium propionate (a preservative), guar gum, ascorbic acid, datem, calcium sulfate, enzymes, turmeric color, annatto color, sesame seeds.)",True,True,True,True,True,True,False,False,False,False
177,PUB INGREDIENTS,PUB,Lunch,Livingston,"potato fries reg 5/16"", cheese american slcd yellow (skim milk, american cheese (milk, cheese cultures, salt, enzymes), palm oil, casein (milk protein), modified food starch, sodium citrate, salt, natural flavor, whey, citric acid, sorbic acid (as a preservative), artificial color, lecithin (soy)), cheese cheddar loaf-10.5lb yel, prd mushroom 10# 1""-1.5"" diam, cheese provolone 12lb piece (pasteurized milk, cheese culture, salt, and enzymes.), prd onion spanish dry, spice montreal steak seasoning (coarse salt, spices (including black pepper and red pepper), garlic, onion, sunflower oil, natural flavor and extractives of paprika.), cheese blue crumbled 5lb bag, pickle chips dill kr cut tub",False,True,False,False,False,True,False,False,False,False
178,TURKEY BURGERS,PUB,Lunch,Livingston,frz turkey burger,False,False,True,True,False,False,False,False,False,False
179,VEGETABLE BURGER,PUB,Lunch,Livingston,"vegan veggie burger-gardein (water, cooked brown rice, carrots, roasted bell peppers, roasted onions, rolled oats, peas (salt), canola oil, roasted corn, soy protein concentrate, methylcellulose, yeast extract, organic cane sugar, salt, dried garlic, garlic powder, onion powder, spices, natural flavors, paprika, sea salt, citric acid.)",True,False,False,False,False,False,False,True,False,False
180,BAKED BROWN RICE,WOK/ MONGOLIAN GRILL,Lunch,Livingston,"water fresh, rice brown (whole grain parboiled brown rice), salt",False,False,False,False,False,False,False,False,False,False
181,BAKED WHITE RICE,WOK/ MONGOLIAN GRILL,Lunch,Livingston,"water fresh, rice white-50 lb (enriched long grain parboiled rice (long grain rice, iron, ferric orthophosphate), thiamine mononitrate and folate), salt",False,False,False,False,False,False,False,False,False,False
182,GENERAL TSO CHICKEN,WOK/ MONGOLIAN GRILL,Lunch,Livingston,"frz chicken tempura breast chunks (boneless, skinless, chicken breast chunks with rib meat containing: up to 15% of a solution of water, seasoning [maltodextrin, autolyzed yeast extract, salt, potassium chloride, flavoring, disodium inosinate, disodium guanylate, contains less than 2% (carrot solids, cornstarch, dipotassium phosphate, invert sugar, potato maltodextrin, sodium acetate, sugar, tapioca maltodextrin, tartaric acid)], modified food starch, sodium phosphates, salt. coated with: corn starch, tapioca starch, dextrin, rice flour, salt, leavening (sodium acid pyrophosphate, sodium bicarbonate), soybean oil.), sauce asian menu general tso (sugar, water, soy sauce (soybeans, wheat, water, salt), vinegar, garlic juice (garlic juice, salt), ketchup (tomato concentrate, distilled vinegar, sugar, salt, onion powder, spice, natural flavoring), soybean oil, garlic, xantham gum, spice, natural preservative.), sauce duck, prd onion spanish dry, oil wesson canola 4/1gal, prd broccoli florettes 4/3#, prd pepper green large, prd pepper red * avg 22/25#, cornstarch slurry (water fresh, cornstarch)",True,True,True,True,False,False,False,False,False,False
183,STIR FRY NOODLES & VEGGIES,WOK/ MONGOLIAN GRILL,Lunch,Livingston,"water fresh, water fresh, prd cabbage bok choy, prd squash yellow, prd beans green snipped, noodle rice pad thai, base vegetable low sodium, prd pepper red * avg 22/25#, prd celery pascal, wine sherry cribari box, prd onion green scallion, gluten free tamari soy sauce, oil wesson canola 4/1gal, chili sauce (tomato puree (water, tomato paste), distilled white vinegar, high fructose corn syrup, salt, corn syrup, salt, dehydrated onions, spice, garlic powder, natural flavorings.), ground ginger",False,True,False,False,False,False,False,False,False,True
184,VEGETABLE FRIED RICE,WOK/ MONGOLIAN GRILL,Lunch,Livingston,"prd broccoli florettes 4/3#, rice white-50 lb (enriched long grain parboiled rice (long grain rice, iron, ferric orthophosphate), thiamine mononitrate and folate), prd onion spanish dry, gluten free tamari soy sauce, prd pepper red * avg 22/25#, oil olive pure, prd garlic peeled fresh gal, ground ginger, black pepper",False,True,False,False,False,False,False,False,False,False
185,ALFREDO PESTO SAUCE,PIZZA/ PASTA,Lunch,Livingston,"alfredo sauce (milk light cream 1/2 gal, grated parmesan, butter print solids 36/1lb, flour all purpose (bleached wheat flour, niacin (a b vitamin), iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), enzymes, folic acid (a b vitamin)), kosher salt, white ground pepper), sauce pesto without nuts (fresh basil, olive oil, imported romano cheese, (pasteurized sheep mik, enzymes, salt), fresh garlic, water, spices, citric acid.)",True,True,False,False,False,True,False,False,False,False
